id,name,picture_url,host_since,host_verifications,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,formatted_amenities,performance_score
47477180,"Entire In-Law Unit 2bed/1bath, Kitchen in San Jose",https://a0.muscache.com/pictures/4fb28c2e-0490-482e-af77-61efefc0fc37.jpg,2019-07-31,"[""email"", ""phone""]",t,t,37.34394,-121.82868,Entire guest suite,Entire home/apt,3,1.0,1.0,2.0,"[""Carbon monoxide alarm"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Keypad"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""TV"", ""Refrigerator"", ""Hot water"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Air conditioning"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave""]",67.0,1,30,t,29,59,89,363,178,4.7,4.79,4.66,4.87,4.79,4.58,4.63,t,3.71,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking""]",4.13
47479869,"Private, Cozy, Great Loaction, Bright",https://a0.muscache.com/pictures/miso/Hosting-47479869/original/08e91e3e-66e3-4c64-8e11-a32296735f0c.jpeg,2015-02-18,"[""email"", ""phone""]",t,t,37.34738,-122.05587,Entire guesthouse,Entire home/apt,3,1.0,0.0,2.0,"[""Bed linens"", ""Body soap"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Countertop Convection Oven stainless steel oven"", ""Ethernet connection"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Coffee maker: espresso machine, Nespresso"", ""Pets allowed"", ""Coffee"", ""Outdoor dining area"", ""Freezer"", ""Toaster"", ""Wine glasses"", ""Hair dryer"", ""Private patio or balcony"", ""Free parking on premises"", ""Fire extinguisher"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Keypad"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Mini fridge"", ""TV"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Hot water kettle"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Outdoor furniture"", ""Ceiling fan"", ""Clothing storage: closet"", ""Smoke alarm"", ""Dedicated workspace"", ""Stove"", ""Dining table"", ""Extra pillows and blankets"", ""Single level home"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave""]",106.0,30,180,t,5,5,5,271,50,5.0,5.0,4.96,5.0,4.96,5.0,4.86,f,1.2,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",28.03
47505809,Airy Open Concept Modern Home: 3br/2bath + Office,https://a0.muscache.com/pictures/ce4fe9d7-fe2c-4351-9e1c-b4ea1d72dc6e.jpg,2015-02-09,"[""email"", ""phone"", ""work_email""]",t,t,37.28256,-121.90485,Entire home,Entire home/apt,6,2.0,3.0,3.0,"[""Gym"", ""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Carbon monoxide alarm"", ""60 inch HDTV with Amazon Prime Video, Netflix, HBO Max"", ""Coffee"", ""Outdoor dining area"", ""Freezer"", ""Toaster"", ""Wine glasses"", ""Hair dryer"", ""Blender"", ""Crib - always at the listing"", ""Stainless steel oven"", ""Whirlpool refrigerator"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""Drying rack for clothing"", ""Coffee maker: Keurig coffee machine, pour-over coffee"", ""Folding or convertible high chair - always at the listing"", ""Conditioner"", ""Shampoo"", ""Exercise equipment: free weights"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Barbecue utensils"", ""Samsung Sound Bar Bluetooth sound system"", ""Central air conditioning"", ""Central heating"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free street parking"", ""Rice maker"", ""Bathtub"", ""Hot water"", ""Hot water kettle"", ""Patio or balcony"", ""Baking sheet"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Smart lock"", ""Smoke alarm"", ""BBQ grill"", ""Dedicated workspace"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Dishwasher"", ""Stove"", ""Dining table"", ""Books and reading material"", ""Free driveway parking on premises \u2013 2 spaces"", ""Iron"", ""Single level home"", ""Private entrance"", ""Microwave"", ""Self check-in"", ""Room-darkening shades""]",278.0,2,730,t,18,26,41,129,128,4.95,4.97,4.95,4.98,4.99,4.88,4.89,t,2.7,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Family Friendly""]",77.4
47548606,Private & cozy 2 bdr unit in Central San Jose,https://a0.muscache.com/pictures/hosting/Hosting-47548606/original/ac6e3329-bc4b-43df-9c6a-54c999c80a55.jpeg,2019-10-14,"[""email"", ""phone""]",t,t,37.35802,-121.89175,Entire townhouse,Entire home/apt,3,1.0,2.0,2.0,"[""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Toaster"", ""Wine glasses"", ""Hair dryer"", ""Backyard"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Conditioner"", ""Shampoo"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Washer \u2013\u00a0In building"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Exterior security cameras on property"", ""Smart lock"", ""Smoke alarm"", ""Clothing storage"", ""Dedicated workspace"", ""Dishwasher"", ""Dining table"", ""Self check-in"", ""Private entrance"", ""Microwave""]",149.0,1,180,t,2,2,2,58,15,4.67,4.6,4.8,4.87,4.73,4.6,4.73,f,0.32,"[""Kitchen"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",65.11
47573050,"Blueground | Santa Clara, parking, w/d, nr dining",https://a0.muscache.com/pictures/prohost-api/Hosting-47573050/original/5894a37c-0005-407f-a47f-c9384ae7d616.jpeg,2016-12-16,"[""email"", ""phone"", ""work_email""]",t,t,37.4013047,-121.9542217,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Gym"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Oven"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""High chair"", ""Heating"", ""Cooking basics"", ""Washer \u2013\u00a0In unit"", ""Paid parking on premises"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Wifi"", ""Dryer \u2013\u00a0In unit"", ""Coffee maker"", ""TV"", ""Refrigerator"", ""Crib"", ""Bathtub"", ""Hot water"", ""Patio or balcony"", ""Smoke alarm"", ""BBQ grill"", ""Air conditioning"", ""Pool"", ""Dishwasher"", ""Indoor fireplace"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave""]",168.0,31,1125,t,0,0,0,273,2,4.5,4.5,3.5,4.0,5.0,4.5,3.5,t,0.04,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Family Friendly""]",44.3
47584829,"Newly Built Studio, 2000 FT Elevation with Jacuzzi",https://a0.muscache.com/pictures/a854829d-0aed-496f-8163-d429913a3f23.jpg,2016-08-24,"[""email"", ""phone""]",t,t,37.23981,-122.04094,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,"[""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Coffee"", ""Outdoor dining area"", ""Freezer"", ""Toaster"", ""Oven"", ""Bay view"", ""Hair dryer"", ""Wine glasses"", ""Shared patio or balcony"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""Cleaning available during stay"", ""Conditioner"", ""Shampoo"", ""Kitchen"", ""Wifi"", ""Lockbox"", ""City skyline view"", ""Private backyard"", ""Coffee maker"", ""Central air conditioning"", ""Refrigerator"", ""Central heating"", ""Dishes and silverware"", ""Hot water"", ""Smoking allowed"", ""Board games"", ""Outdoor furniture"", ""Ceiling fan"", ""Clothing storage: closet"", ""Sun loungers"", ""Shared hot tub"", ""Smoke alarm"", ""BBQ grill"", ""Dishwasher"", ""Stove"", ""Dining table"", ""Extra pillows and blankets"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave"", ""Room-darkening shades""]",199.0,2,30,t,23,53,83,358,139,4.92,4.92,4.95,4.92,4.9,4.96,4.79,f,2.9,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking"", ""Outdoors""]",38.49
47707964,BeautyModern Room w/private bath& reserved parking,https://a0.muscache.com/pictures/5b0aa403-7cb5-47e5-9299-c84a545350bc.jpg,2020-11-14,"[""email"", ""phone""]",t,t,37.32703,-121.84255,Private room in home,Private room,1,1.0,1.0,1.0,"[""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Washer"", ""Ethernet connection"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Trash compactor"", ""Freezer"", ""Toaster"", ""Oven"", ""Hair dryer"", ""Wine glasses"", ""Free parking on premises"", ""Fire extinguisher"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Keypad"", ""Conditioner"", ""Shampoo"", ""Wifi"", ""Free dryer"", ""Private hot tub"", ""Mini fridge"", ""TV"", ""Central heating"", ""Portable fans"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""Hot water kettle"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Shower gel"", ""BBQ grill: gas"", ""Clothing storage: closet"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Dining table"", ""Self check-in"", ""Extra pillows and blankets"", ""Iron"", ""Microwave"", ""Room-darkening shades""]",77.0,5,1125,t,11,41,71,254,13,5.0,4.92,5.0,5.0,5.0,4.69,4.69,f,0.31,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",56.65
47707990,"Beautiful new private bed, private bath&parking",https://a0.muscache.com/pictures/4dad1095-4d0c-43ae-9e94-0bb5e3ffe678.jpg,2020-11-14,"[""email"", ""phone""]",t,t,37.32682,-121.84373,Private room in home,Private room,2,1.0,1.0,1.0,"[""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Ethernet connection"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Toaster"", ""Oven"", ""Hair dryer"", ""Backyard"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Keypad"", ""Conditioner"", ""Shampoo"", ""Wifi"", ""Mini fridge"", ""Coffee maker"", ""Central air conditioning"", ""Refrigerator"", ""Portable fans"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Lock on bedroom door"", ""Shower gel"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Clothing storage"", ""Dedicated workspace"", ""Single level home"", ""Extra pillows and blankets"", ""Private entrance"", ""Self check-in"", ""Iron"", ""HDTV with Netflix"", ""Microwave""]",75.0,5,1125,t,18,48,78,352,41,5.0,4.98,5.0,5.0,5.0,4.9,4.98,t,0.94,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",43.77
47739520,Scandi Modern 3BR 2.5BA * Heart of Silicon Valley,https://a0.muscache.com/pictures/miso/Hosting-47739520/original/d237c12b-bcde-452a-81cb-5f21be9ffa88.jpeg,2016-02-19,"[""email"", ""phone""]",t,t,37.365,-121.98222,Entire home,Entire home/apt,6,2.5,3.0,3.0,"[""Pack \u2019n play/Travel crib - always at the listing"", ""Bed linens"", ""Long term stays allowed"", ""Ethernet connection"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Coffee"", ""Clothing storage: walk-in closet"", ""Freezer"", ""Outdoor dining area"", ""Toaster"", ""Wine glasses"", ""Hair dryer"", ""Blender"", ""Private patio or balcony"", ""Stainless steel oven"", ""Fire extinguisher"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Children\u2019s dinnerware"", ""Drying rack for clothing"", ""Heating"", ""Cooking basics"", ""Safe"", ""Private hot tub - available all year, open 24 hours"", ""Keypad"", ""Cleaning available during stay"", ""Fire pit"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Barbecue utensils"", ""EV charger - level 2"", ""Microwave"", ""Free residential garage on premises \u2013 1 space"", ""Coffee maker"", ""Central air conditioning"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""Hot water kettle"", ""Board games"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Shower gel"", ""Samsung stainless steel gas stove"", ""Outdoor furniture"", ""Public Goods body soap"", ""Smoke alarm"", ""65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Dedicated workspace"", ""BBQ grill"", ""Dishwasher"", ""Dining table"", ""Single level home"", ""Extra pillows and blankets"", ""Books and reading material"", ""Self check-in"", ""Iron"", ""Public Goods conditioner"", ""Private entrance"", ""LG sound system with Bluetooth and aux"", ""Room-darkening shades""]",325.0,3,30,t,6,27,57,57,33,4.97,4.97,4.88,5.0,4.97,4.94,4.88,f,0.7,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Family Friendly""]",88.28
47743996,Master Bedroom-private full bathroom,https://a0.muscache.com/pictures/dec55612-67d9-40bd-bee6-7bfc2aa057d7.jpg,2016-01-29,"[""email"", ""phone""]",t,t,37.34222,-121.88711,Private room in home,Private room,1,1.0,1.0,1.0,"[""AC - split type ductless system"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Free parking on premises"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Keypad"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Refrigerator"", ""50 inch HDTV"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Patio or balcony"", ""Free dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Dedicated workspace"", ""Indoor fireplace"", ""Self check-in"", ""Iron"", ""Free washer \u2013 In building""]",70.0,3,210,t,26,26,26,241,10,4.9,4.8,4.8,4.9,4.9,4.7,5.0,f,0.21,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",53.77
47749641,Private Townhome near Tesla HQ and Santa Clara,https://a0.muscache.com/pictures/miso/Hosting-47749641/original/5c01f871-c8f8-4912-a0c9-78900a142463.jpeg,2018-04-17,"[""phone""]",t,t,37.44861,-121.91627,Private room in townhouse,Private room,1,1.0,1.0,1.0,"[""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Fire extinguisher"", ""Essentials"", ""Heating"", ""Wifi"", ""Dryer"", ""Coffee maker"", ""Central air conditioning"", ""Refrigerator"", ""Host greets you"", ""Bathtub"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Room-darkening shades""]",46.0,31,365,t,11,11,11,83,4,5.0,4.75,5.0,5.0,5.0,5.0,5.0,f,0.15,"[""Kitchen"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Parking""]",52.4
47829560,M&J@Modern 3B1B SFH  heart of Silicon Valley | 389,https://a0.muscache.com/pictures/6a7c5347-f0b3-4908-9295-82344e88eaf0.jpg,2019-07-31,"[""email"", ""phone""]",t,t,37.38231,-122.02414,Entire home,Entire home/apt,6,1.0,3.0,3.0,"[""Bed linens"", ""Body soap"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Trash compactor"", ""Pets allowed"", ""Freezer"", ""Toaster"", ""Oven"", ""Hair dryer"", ""Wine glasses"", ""Backyard"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""Conditioner"", ""Shampoo"", ""Kitchen"", ""Wifi"", ""Refrigerator"", ""Portable fans"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Heating - split type ductless system"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Patio or balcony"", ""65 inch HDTV with Netflix"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Smart lock"", ""Smoke alarm"", ""Dishwasher"", ""Stove"", ""Dining table"", ""Extra pillows and blankets"", ""Single level home"", ""Self check-in"", ""Iron"", ""Microwave""]",184.0,2,1125,t,13,38,68,191,113,4.89,4.95,4.9,4.97,4.88,4.8,4.84,f,2.38,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking"", ""Outdoors""]",56.07
47854253,755D Brand new cozy home near Japan town San Jose,https://a0.muscache.com/pictures/86c94a0f-3798-4553-b262-56d3b0a71a50.jpg,2019-04-05,"[""email"", ""phone""]",t,t,37.34766,-121.8775,Entire home,Entire home/apt,3,1.0,1.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Outdoor dining area"", ""Oven"", ""Hair dryer"", ""Shared patio or balcony"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Keypad"", ""Bread maker"", ""Shampoo"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""TV"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Exterior security cameras on property"", ""Shower gel"", ""Outdoor furniture"", ""Courtyard view"", ""Smoke alarm"", ""BBQ grill"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave""]",89.0,5,730,t,20,50,80,355,62,4.71,4.79,4.68,4.85,4.95,4.81,4.66,f,1.44,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Scenic View""]",12.02
47915710,"Blueground | Mountain View, pool, gym, bbq",https://a0.muscache.com/pictures/prohost-api/Hosting-47915710/original/9fcf6a8d-5bd4-44e9-9262-59f3796c9c31.jpeg,2016-12-16,"[""email"", ""phone"", ""work_email""]",t,t,37.3692406,-122.0639342,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Gym"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Oven"", ""Hair dryer"", ""Backyard"", ""Hangers"", ""Essentials"", ""High chair"", ""Heating"", ""Cooking basics"", ""Washer \u2013\u00a0In unit"", ""Paid parking on premises"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Wifi"", ""Dryer \u2013\u00a0In unit"", ""Coffee maker"", ""TV"", ""Refrigerator"", ""Crib"", ""Bathtub"", ""Hot water"", ""Patio or balcony"", ""Smoke alarm"", ""BBQ grill"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Pool"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave""]",152.0,31,1125,t,0,0,17,200,1,4.0,4.0,5.0,4.0,3.0,5.0,4.0,t,0.12,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Family Friendly""]",48.17
47918594,"Blueground | Mountain View, pool, gym, bbq",https://a0.muscache.com/pictures/prohost-api/Hosting-47918594/original/28e91d8b-a12a-43e7-89f5-36436761604c.jpeg,2016-12-16,"[""email"", ""phone"", ""work_email""]",t,t,37.4038894,-122.095533,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Gym"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Oven"", ""Hair dryer"", ""Backyard"", ""Hangers"", ""Essentials"", ""High chair"", ""Heating"", ""Cooking basics"", ""Washer \u2013\u00a0In unit"", ""Paid parking on premises"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Wifi"", ""Dryer \u2013\u00a0In unit"", ""Elevator"", ""Coffee maker"", ""TV"", ""Refrigerator"", ""Crib"", ""Bathtub"", ""Hot water"", ""Patio or balcony"", ""Smoke alarm"", ""BBQ grill"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Pool"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave""]",236.0,31,1125,t,0,0,0,0,1,5.0,4.0,5.0,5.0,3.0,5.0,3.0,t,0.03,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Family Friendly""]",86.86
47944345,Sunnyvale Sunrise Inn Entire apartment-2 bedrooms,https://a0.muscache.com/pictures/d5efd15b-5d5f-48a6-bce1-39ca99f84bd9.jpg,2021-01-15,"[""phone""]",t,t,37.35686,-122.01064,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"[""Washer"", ""Carbon monoxide alarm"", ""Breakfast"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Shared pool"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Dryer"", ""Coffee maker"", ""Central air conditioning"", ""Refrigerator"", ""Free street parking"", ""Hot water"", ""Patio or balcony"", ""Smart lock"", ""Smoke alarm"", ""Dedicated workspace"", ""Self check-in"", ""Private entrance"", ""Iron"", ""HDTV with Netflix""]",189.0,2,1125,t,2,2,2,264,14,4.71,4.64,4.57,4.71,4.93,4.5,4.57,f,0.3,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",50.56
47959230,Centrally located remodeled downtown Palo Alto Apt,https://a0.muscache.com/pictures/e01d2a38-d3e7-4448-99b4-f137d887d6ee.jpg,2016-01-02,"[""email"", ""phone""]",t,t,37.44732,-122.15773,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Wifi"", ""Hot water"", ""Fire extinguisher"", ""Washer"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Keypad"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Shampoo"", ""Private entrance"", ""Dryer"", ""Hair dryer""]",200.0,1,1125,t,26,51,81,171,9,4.89,4.89,4.44,4.78,4.89,5.0,4.78,f,0.31,"[""Kitchen"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access""]",63.82
47997247,Suite Studio with Kitchen,https://a0.muscache.com/pictures/509b48d1-7a1a-496c-bc3f-c3c9307a6540.jpg,2016-01-21,"[""email"", ""phone""]",t,t,37.35538,-122.01768,Room in aparthotel,Entire home/apt,2,1.0,0.0,1.0,"[""Gym"", ""Paid dryer \u2013 In building"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Breakfast"", ""Building staff"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Shared pool"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Elevator"", ""Hot water"", ""Exterior security cameras on property"", ""Shared hot tub"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Self check-in"", ""Iron""]",109.0,1,180,t,7,7,7,147,6,4.67,5.0,4.83,4.83,5.0,5.0,5.0,f,0.13,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Family Friendly""]",44.8
48017163,Tiny Room in Nice Santa Clara House❤️,https://a0.muscache.com/pictures/8f9cbfd2-45eb-4ccf-8973-31a3d8acf1c6.jpg,2017-07-28,"[""phone""]",t,t,37.3289,-121.98424,Private room in home,Private room,2,1.0,1.0,1.0,"[""Lock on bedroom door"", ""Hot water"", ""Fire extinguisher"", ""Kitchen"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Smoking allowed"", ""Dishes and silverware"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer""]",59.0,1,28,t,30,60,90,365,17,4.47,4.65,4.59,4.76,4.82,4.82,4.65,t,0.36,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials""]",21.77
